country,year,sex,age,suicides_no, population ,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation
Poland,2013,male,15-24 years,497," 2,443,545 ",Poland2013,"5,24,23,43,22,597",14552,Millenials
Poland,2013,female,55-74 years,329," 4,603,966 ",Poland2013,"5,24,23,43,22,597",14552,Boomers
Poland,2013,female,35-54 years,281," 5,138,869 ",Poland2013,"5,24,23,43,22,597",14552,Generation X
Poland,2013,female,75+ years,88," 1,736,478 ",Poland2013,"5,24,23,43,22,597",14552,Silent
Poland,2013,female,15-24 years,63," 2,339,251 ",Poland2013,"5,24,23,43,22,597",14552,Millenials
Poland,2013,female,25-34 years,72," 3,014,277 ",Poland2013,"5,24,23,43,22,597",14552,Millenials
Poland,2013,male,5-14 years,16," 1,906,361 ",Poland2013,"5,24,23,43,22,597",14552,Generation Z
Poland,2013,female,5-14 years,7," 1,810,891 ",Poland2013,"5,24,23,43,22,597",14552,Generation Z
Poland,2014,male,55-74 years,1606," 3,963,821 ",Poland2014,"5,45,17,95,84,720",15119,Boomers
Poland,2014,male,35-54 years,1949," 5,170,670 ",Poland2014,"5,45,17,95,84,720",15119,Generation X
Poland,2014,male,75+ years,268," 888,229 ",Poland2014,"5,45,17,95,84,720",15119,Silent
Poland,2014,male,25-34 years,764," 3,087,300 ",Poland2014,"5,45,17,95,84,720",15119,Millenials
Poland,2014,male,15-24 years,527," 2,357,793 ",Poland2014,"5,45,17,95,84,720",15119,Millenials
Poland,2014,female,55-74 years,314," 4,699,033 ",Poland2014,"5,45,17,95,84,720",15119,Boomers
Poland,2014,female,35-54 years,262," 5,129,255 ",Poland2014,"5,45,17,95,84,720",15119,Generation X
Poland,2014,female,75+ years,79," 1,768,411 ",Poland2014,"5,45,17,95,84,720",15119,Silent
Poland,2014,female,15-24 years,71," 2,256,197 ",Poland2014,"5,45,17,95,84,720",15119,Millenials
Poland,2014,female,25-34 years,81," 2,975,936 ",Poland2014,"5,45,17,95,84,720",15119,Millenials
Poland,2014,male,5-14 years,9," 1,929,147 ",Poland2014,"5,45,17,95,84,720",15119,Generation Z
Poland,2014,female,5-14 years,4," 1,833,838 ",Poland2014,"5,45,17,95,84,720",15119,Generation Z
Poland,2015,male,55-74 years,1524," 4,043,381 ",Poland2015,"4,77,35,56,17,456",13228,Boomers
Poland,2015,male,35-54 years,1665," 5,194,280 ",Poland2015,"4,77,35,56,17,456",13228,Generation X
Poland,2015,male,75+ years,288," 902,310 ",Poland2015,"4,77,35,56,17,456",13228,Silent
Poland,2015,male,25-34 years,768," 3,043,082 ",Poland2015,"4,77,35,56,17,456",13228,Millenials
Poland,2015,male,15-24 years,440," 2,274,111 ",Poland2015,"4,77,35,56,17,456",13228,Millenials
Poland,2015,female,55-74 years,251," 4,778,252 ",Poland2015,"4,77,35,56,17,456",13228,Boomers
Poland,2015,female,35-54 years,256," 5,143,247 ",Poland2015,"4,77,35,56,17,456",13228,Generation X
Poland,2015,female,75+ years,77," 1,790,695 ",Poland2015,"4,77,35,56,17,456",13228,Silent
Poland,2015,female,15-24 years,61," 2,176,442 ",Poland2015,"4,77,35,56,17,456",13228,Millenials
Poland,2015,female,25-34 years,71," 2,931,931 ",Poland2015,"4,77,35,56,17,456",13228,Millenials
Poland,2015,male,5-14 years,12," 1,953,588 ",Poland2015,"4,77,35,56,17,456",13228,Generation Z
Poland,2015,female,5-14 years,7," 1,855,256 ",Poland2015,"4,77,35,56,17,456",13228,Generation Z
Portugal,1985,male,75+ years,89," 160,554 ",Portugal1985,"27,11,84,76,174",2912,G.I. Generation
Portugal,1985,male,55-74 years,245," 805,542 ",Portugal1985,"27,11,84,76,174",2912,G.I. Generation
Portugal,1985,male,35-54 years,185," 1,103,803 ",Portugal1985,"27,11,84,76,174",2912,Silent
Portugal,1985,female,75+ years,39," 288,221 ",Portugal1985,"27,11,84,76,174",2912,G.I. Generation
Portugal,1985,male,25-34 years,87," 703,271 ",Portugal1985,"27,11,84,76,174",2912,Boomers
Portugal,1985,female,55-74 years,98," 982,911 ",Portugal1985,"27,11,84,76,174",2912,G.I. Generation
Portugal,1985,male,15-24 years,81," 849,013 ",Portugal1985,"27,11,84,76,174",2912,Generation X
Portugal,1985,female,35-54 years,77," 1,216,115 ",Portugal1985,"27,11,84,76,174",2912,Silent
Portugal,1985,female,15-24 years,41," 832,177 ",Portugal1985,"27,11,84,76,174",2912,Generation X
Portugal,1985,female,25-34 years,31," 712,806 ",Portugal1985,"27,11,84,76,174",2912,Boomers
Portugal,1985,male,5-14 years,6," 846,549 ",Portugal1985,"27,11,84,76,174",2912,Generation X
Portugal,1985,female,5-14 years,4," 812,968 ",Portugal1985,"27,11,84,76,174",2912,Generation X
Portugal,1986,male,75+ years,111," 167,563 ",Portugal1986,"38,74,97,15,722",4145,G.I. Generation
Portugal,1986,male,55-74 years,234," 815,490 ",Portugal1986,"38,74,97,15,722",4145,G.I. Generation
Portugal,1986,male,35-54 years,195," 1,114,186 ",Portugal1986,"38,74,97,15,722",4145,Silent
Portugal,1986,female,75+ years,36," 298,812 ",Portugal1986,"38,74,97,15,722",4145,G.I. Generation
Portugal,1986,female,55-74 years,93," 992,408 ",Portugal1986,"38,74,97,15,722",4145,G.I. Generation
Portugal,1986,male,25-34 years,65," 713,499 ",Portugal1986,"38,74,97,15,722",4145,Boomers
Portugal,1986,male,15-24 years,61," 842,205 ",Portugal1986,"38,74,97,15,722",4145,Generation X
Portugal,1986,female,35-54 years,74," 1,221,937 ",Portugal1986,"38,74,97,15,722",4145,Silent
Portugal,1986,female,25-34 years,32," 723,861 ",Portugal1986,"38,74,97,15,722",4145,Boomers
Portugal,1986,female,15-24 years,31," 825,030 ",Portugal1986,"38,74,97,15,722",4145,Generation X
Portugal,1986,male,5-14 years,6," 833,510 ",Portugal1986,"38,74,97,15,722",4145,Generation X
Portugal,1986,female,5-14 years,3," 800,747 ",Portugal1986,"38,74,97,15,722",4145,Generation X
Portugal,1987,male,75+ years,121," 174,464 ",Portugal1987,"48,18,76,67,853",5138,G.I. Generation
Portugal,1987,male,55-74 years,225," 827,812 ",Portugal1987,"48,18,76,67,853",5138,G.I. Generation
Portugal,1987,male,35-54 years,190," 1,126,680 ",Portugal1987,"48,18,76,67,853",5138,Silent
Portugal,1987,female,75+ years,44," 308,299 ",Portugal1987,"48,18,76,67,853",5138,G.I. Generation
Portugal,1987,male,25-34 years,90," 719,493 ",Portugal1987,"48,18,76,67,853",5138,Boomers
Portugal,1987,male,15-24 years,80," 833,470 ",Portugal1987,"48,18,76,67,853",5138,Generation X
Portugal,1987,female,55-74 years,79," 1,003,976 ",Portugal1987,"48,18,76,67,853",5138,G.I. Generation
Portugal,1987,female,35-54 years,69," 1,230,247 ",Portugal1987,"48,18,76,67,853",5138,Silent
Portugal,1987,female,25-34 years,33," 731,428 ",Portugal1987,"48,18,76,67,853",5138,Boomers
Portugal,1987,female,15-24 years,24," 816,075 ",Portugal1987,"48,18,76,67,853",5138,Generation X
Portugal,1987,male,5-14 years,3," 819,857 ",Portugal1987,"48,18,76,67,853",5138,Generation X
Portugal,1987,female,5-14 years,2," 787,188 ",Portugal1987,"48,18,76,67,853",5138,Generation X
Portugal,1988,male,75+ years,94," 181,135 ",Portugal1988,"56,35,27,97,354",5995,G.I. Generation
Portugal,1988,male,55-74 years,231," 841,098 ",Portugal1988,"56,35,27,97,354",5995,G.I. Generation
Portugal,1988,male,35-54 years,171," 1,140,322 ",Portugal1988,"56,35,27,97,354",5995,Silent
Portugal,1988,female,75+ years,31," 317,051 ",Portugal1988,"56,35,27,97,354",5995,G.I. Generation
Portugal,1988,male,25-34 years,67," 721,919 ",Portugal1988,"56,35,27,97,354",5995,Boomers
Portugal,1988,female,55-74 years,77," 1,016,425 ",Portugal1988,"56,35,27,97,354",5995,G.I. Generation
Portugal,1988,male,15-24 years,56," 825,467 ",Portugal1988,"56,35,27,97,354",5995,Generation X
Portugal,1988,female,35-54 years,39," 1,239,967 ",Portugal1988,"56,35,27,97,354",5995,Silent
Portugal,1988,female,15-24 years,25," 807,953 ",Portugal1988,"56,35,27,97,354",5995,Generation X
Portugal,1988,female,25-34 years,21," 735,778 ",Portugal1988,"56,35,27,97,354",5995,Boomers
Portugal,1988,male,5-14 years,4," 803,134 ",Portugal1988,"56,35,27,97,354",5995,Generation X
Portugal,1988,female,5-14 years,3," 770,232 ",Portugal1988,"56,35,27,97,354",5995,Generation X
Portugal,1989,male,75+ years,95," 188,250 ",Portugal1989,"60,60,00,56,659",6436,G.I. Generation
Portugal,1989,male,55-74 years,207," 854,371 ",Portugal1989,"60,60,00,56,659",6436,G.I. Generation
Portugal,1989,female,75+ years,40," 325,797 ",Portugal1989,"60,60,00,56,659",6436,G.I. Generation
Portugal,1989,male,25-34 years,80," 719,910 ",Portugal1989,"60,60,00,56,659",6436,Boomers
Portugal,1989,male,35-54 years,108," 1,156,015 ",Portugal1989,"60,60,00,56,659",6436,Silent
Portugal,1989,female,55-74 years,77," 1,028,424 ",Portugal1989,"60,60,00,56,659",6436,G.I. Generation
Portugal,1989,male,15-24 years,58," 820,559 ",Portugal1989,"60,60,00,56,659",6436,Generation X
Portugal,1989,female,35-54 years,46," 1,251,913 ",Portugal1989,"60,60,00,56,659",6436,Silent
Portugal,1989,female,15-24 years,18," 802,614 ",Portugal1989,"60,60,00,56,659",6436,Generation X
Portugal,1989,female,25-34 years,14," 736,665 ",Portugal1989,"60,60,00,56,659",6436,Boomers
Portugal,1989,female,5-14 years,3," 748,772 ",Portugal1989,"60,60,00,56,659",6436,Generation X
Portugal,1989,male,5-14 years,1," 781,980 ",Portugal1989,"60,60,00,56,659",6436,Generation X
Portugal,1990,male,75+ years,111," 195,284 ",Portugal1990,"78,72,16,07,509",8356,G.I. Generation
Portugal,1990,male,55-74 years,207," 869,989 ",Portugal1990,"78,72,16,07,509",8356,G.I. Generation
Portugal,1990,female,75+ years,53," 332,685 ",Portugal1990,"78,72,16,07,509",8356,G.I. Generation
Portugal,1990,male,25-34 years,106," 712,455 ",Portugal1990,"78,72,16,07,509",8356,Boomers
Portugal,1990,male,35-54 years,151," 1,171,924 ",Portugal1990,"78,72,16,07,509",8356,Silent
Portugal,1990,male,15-24 years,62," 821,204 ",Portugal1990,"78,72,16,07,509",8356,Generation X
Portugal,1990,female,55-74 years,68," 1,042,954 ",Portugal1990,"78,72,16,07,509",8356,G.I. Generation
Portugal,1990,female,35-54 years,55," 1,264,949 ",Portugal1990,"78,72,16,07,509",8356,Silent
Portugal,1990,female,25-34 years,27," 732,012 ",Portugal1990,"78,72,16,07,509",8356,Boomers
Portugal,1990,female,15-24 years,25," 802,513 ",Portugal1990,"78,72,16,07,509",8356,Generation X
Portugal,1990,male,5-14 years,5," 753,794 ",Portugal1990,"78,72,16,07,509",8356,Generation X
Portugal,1990,female,5-14 years,0," 721,051 ",Portugal1990,"78,72,16,07,509",8356,Generation X
Portugal,1991,male,75+ years,143," 200,213 ",Portugal1991,"89,24,23,82,961",9483,G.I. Generation
Portugal,1991,male,55-74 years,224," 883,383 ",Portugal1991,"89,24,23,82,961",9483,Silent
Portugal,1991,male,25-34 years,126," 710,104 ",Portugal1991,"89,24,23,82,961",9483,Boomers
Portugal,1991,male,35-54 years,156," 1,181,062 ",Portugal1991,"89,24,23,82,961",9483,Boomers
Portugal,1991,female,75+ years,36," 337,928 ",Portugal1991,"89,24,23,82,961",9483,G.I. Generation
Portugal,1991,female,55-74 years,86," 1,057,252 ",Portugal1991,"89,24,23,82,961",9483,Silent
Portugal,1991,male,15-24 years,58," 823,743 ",Portugal1991,"89,24,23,82,961",9483,Generation X
Portugal,1991,female,35-54 years,63," 1,272,662 ",Portugal1991,"89,24,23,82,961",9483,Boomers
Portugal,1991,female,25-34 years,29," 729,991 ",Portugal1991,"89,24,23,82,961",9483,Boomers
Portugal,1991,female,15-24 years,17," 804,231 ",Portugal1991,"89,24,23,82,961",9483,Generation X
Portugal,1991,female,5-14 years,3," 689,186 ",Portugal1991,"89,24,23,82,961",9483,Millenials
Portugal,1991,male,5-14 years,1," 720,752 ",Portugal1991,"89,24,23,82,961",9483,Millenials
Portugal,1992,male,75+ years,126," 204,104 ",Portugal1992,"1,07,60,26,89,041",11445,G.I. Generation
Portugal,1992,male,55-74 years,214," 892,967 ",Portugal1992,"1,07,60,26,89,041",11445,Silent
Portugal,1992,male,25-34 years,93," 714,020 ",Portugal1992,"1,07,60,26,89,041",11445,Boomers
Portugal,1992,male,35-54 years,145," 1,188,870 ",Portugal1992,"1,07,60,26,89,041",11445,Boomers
Portugal,1992,female,75+ years,40," 344,289 ",Portugal1992,"1,07,60,26,89,041",11445,G.I. Generation
Portugal,1992,female,55-74 years,84," 1,069,050 ",Portugal1992,"1,07,60,26,89,041",11445,Silent
Portugal,1992,male,15-24 years,47," 823,502 ",Portugal1992,"1,07,60,26,89,041",11445,Generation X
Portugal,1992,female,35-54 years,62," 1,279,526 ",Portugal1992,"1,07,60,26,89,041",11445,Boomers
Portugal,1992,female,25-34 years,33," 732,876 ",Portugal1992,"1,07,60,26,89,041",11445,Boomers
Portugal,1992,female,15-24 years,17," 803,379 ",Portugal1992,"1,07,60,26,89,041",11445,Generation X
Portugal,1992,male,5-14 years,5," 689,877 ",Portugal1992,"1,07,60,26,89,041",11445,Millenials
Portugal,1992,female,5-14 years,0," 659,097 ",Portugal1992,"1,07,60,26,89,041",11445,Millenials
Portugal,1993,male,75+ years,99," 206,778 ",Portugal1993,"95,01,91,03,603",10098,G.I. Generation
Portugal,1993,male,55-74 years,232," 903,714 ",Portugal1993,"95,01,91,03,603",10098,Silent
Portugal,1993,male,35-54 years,143," 1,200,800 ",Portugal1993,"95,01,91,03,603",10098,Boomers
Portugal,1993,male,25-34 years,74," 719,282 ",Portugal1993,"95,01,91,03,603",10098,Boomers
Portugal,1993,female,75+ years,34," 349,176 ",Portugal1993,"95,01,91,03,603",10098,G.I. Generation
Portugal,1993,female,55-74 years,68," 1,082,362 ",Portugal1993,"95,01,91,03,603",10098,Silent
Portugal,1993,male,15-24 years,36," 820,793 ",Portugal1993,"95,01,91,03,603",10098,Generation X
Portugal,1993,female,35-54 years,51," 1,290,364 ",Portugal1993,"95,01,91,03,603",10098,Boomers
Portugal,1993,female,25-34 years,24," 736,460 ",Portugal1993,"95,01,91,03,603",10098,Boomers
Portugal,1993,female,15-24 years,16," 800,378 ",Portugal1993,"95,01,91,03,603",10098,Generation X
Portugal,1993,male,5-14 years,2," 665,003 ",Portugal1993,"95,01,91,03,603",10098,Millenials
Portugal,1993,female,5-14 years,1," 634,972 ",Portugal1993,"95,01,91,03,603",10098,Millenials
Portugal,1994,male,75+ years,99," 210,020 ",Portugal1994,"99,69,84,53,261",10566,G.I. Generation
Portugal,1994,male,55-74 years,198," 914,769 ",Portugal1994,"99,69,84,53,261",10566,Silent
Portugal,1994,male,35-54 years,159," 1,215,121 ",Portugal1994,"99,69,84,53,261",10566,Boomers
Portugal,1994,male,25-34 years,87," 726,847 ",Portugal1994,"99,69,84,53,261",10566,Boomers
Portugal,1994,female,75+ years,41," 354,798 ",Portugal1994,"99,69,84,53,261",10566,G.I. Generation
Portugal,1994,female,55-74 years,62," 1,095,880 ",Portugal1994,"99,69,84,53,261",10566,Silent
Portugal,1994,male,15-24 years,40," 816,152 ",Portugal1994,"99,69,84,53,261",10566,Generation X
Portugal,1994,female,35-54 years,40," 1,303,044 ",Portugal1994,"99,69,84,53,261",10566,Boomers
Portugal,1994,female,25-34 years,17," 741,575 ",Portugal1994,"99,69,84,53,261",10566,Boomers
Portugal,1994,female,15-24 years,15," 795,915 ",Portugal1994,"99,69,84,53,261",10566,Generation X
Portugal,1994,male,5-14 years,4," 645,578 ",Portugal1994,"99,69,84,53,261",10566,Millenials
Portugal,1994,female,5-14 years,0," 616,310 ",Portugal1994,"99,69,84,53,261",10566,Millenials
Portugal,1995,male,75+ years,105," 217,126 ",Portugal1995,"1,18,13,36,34,072",12469,G.I. Generation
Portugal,1995,male,55-74 years,205," 922,012 ",Portugal1995,"1,18,13,36,34,072",12469,Silent
Portugal,1995,female,75+ years,45," 365,693 ",Portugal1995,"1,18,13,36,34,072",12469,G.I. Generation
Portugal,1995,male,35-54 years,143," 1,234,099 ",Portugal1995,"1,18,13,36,34,072",12469,Boomers
Portugal,1995,male,25-34 years,79," 734,449 ",Portugal1995,"1,18,13,36,34,072",12469,Generation X
Portugal,1995,female,55-74 years,75," 1,103,607 ",Portugal1995,"1,18,13,36,34,072",12469,Silent
Portugal,1995,male,15-24 years,48," 810,241 ",Portugal1995,"1,18,13,36,34,072",12469,Generation X
Portugal,1995,female,35-54 years,61," 1,319,819 ",Portugal1995,"1,18,13,36,34,072",12469,Boomers
Portugal,1995,female,15-24 years,24," 790,668 ",Portugal1995,"1,18,13,36,34,072",12469,Generation X
Portugal,1995,female,25-34 years,21," 746,855 ",Portugal1995,"1,18,13,36,34,072",12469,Generation X
Portugal,1995,male,5-14 years,2," 628,984 ",Portugal1995,"1,18,13,36,34,072",12469,Millenials
Portugal,1995,female,5-14 years,1," 600,291 ",Portugal1995,"1,18,13,36,34,072",12469,Millenials
Portugal,1996,male,75+ years,125," 225,418 ",Portugal1996,"1,22,62,98,12,841",12887,G.I. Generation
Portugal,1996,male,55-74 years,168," 925,062 ",Portugal1996,"1,22,62,98,12,841",12887,Silent
Portugal,1996,female,75+ years,39," 377,816 ",Portugal1996,"1,22,62,98,12,841",12887,G.I. Generation
Portugal,1996,male,35-54 years,112," 1,257,099 ",Portugal1996,"1,22,62,98,12,841",12887,Boomers
Portugal,1996,male,25-34 years,52," 742,474 ",Portugal1996,"1,22,62,98,12,841",12887,Generation X
Portugal,1996,female,55-74 years,65," 1,106,628 ",Portugal1996,"1,22,62,98,12,841",12887,Silent
Portugal,1996,male,15-24 years,34," 802,017 ",Portugal1996,"1,22,62,98,12,841",12887,Generation X
Portugal,1996,female,35-54 years,32," 1,341,116 ",Portugal1996,"1,22,62,98,12,841",12887,Boomers
Portugal,1996,female,25-34 years,13," 752,776 ",Portugal1996,"1,22,62,98,12,841",12887,Generation X
Portugal,1996,female,15-24 years,12," 782,814 ",Portugal1996,"1,22,62,98,12,841",12887,Generation X
Portugal,1996,female,5-14 years,1," 587,063 ",Portugal1996,"1,22,62,98,12,841",12887,Millenials
Portugal,1996,male,5-14 years,0," 615,677 ",Portugal1996,"1,22,62,98,12,841",12887,Millenials
Portugal,1997,male,75+ years,104," 233,341 ",Portugal1997,"1,17,04,61,98,971",12237,G.I. Generation
Portugal,1997,male,55-74 years,168," 928,588 ",Portugal1997,"1,17,04,61,98,971",12237,Silent
Portugal,1997,male,25-34 years,66," 750,974 ",Portugal1997,"1,17,04,61,98,971",12237,Generation X
Portugal,1997,male,35-54 years,110," 1,281,488 ",Portugal1997,"1,17,04,61,98,971",12237,Boomers
Portugal,1997,female,75+ years,26," 389,094 ",Portugal1997,"1,17,04,61,98,971",12237,G.I. Generation
Portugal,1997,female,55-74 years,56," 1,110,808 ",Portugal1997,"1,17,04,61,98,971",12237,Silent
Portugal,1997,male,15-24 years,34," 792,256 ",Portugal1997,"1,17,04,61,98,971",12237,Generation X
Portugal,1997,female,35-54 years,40," 1,364,112 ",Portugal1997,"1,17,04,61,98,971",12237,Boomers
Portugal,1997,female,25-34 years,13," 759,306 ",Portugal1997,"1,17,04,61,98,971",12237,Generation X
Portugal,1997,female,15-24 years,9," 772,813 ",Portugal1997,"1,17,04,61,98,971",12237,Generation X
Portugal,1997,female,5-14 years,1," 576,490 ",Portugal1997,"1,17,04,61,98,971",12237,Millenials
Portugal,1997,male,5-14 years,1," 605,309 ",Portugal1997,"1,17,04,61,98,971",12237,Millenials
Portugal,1998,male,75+ years,84," 241,639 ",Portugal1998,"1,23,98,17,36,420",12892,G.I. Generation
Portugal,1998,male,55-74 years,153," 934,335 ",Portugal1998,"1,23,98,17,36,420",12892,Silent
Portugal,1998,female,75+ years,34," 401,444 ",Portugal1998,"1,23,98,17,36,420",12892,G.I. Generation
Portugal,1998,male,35-54 years,104," 1,305,246 ",Portugal1998,"1,23,98,17,36,420",12892,Boomers
Portugal,1998,male,25-34 years,45," 758,867 ",Portugal1998,"1,23,98,17,36,420",12892,Generation X
Portugal,1998,female,55-74 years,59," 1,116,623 ",Portugal1998,"1,23,98,17,36,420",12892,Silent
Portugal,1998,male,15-24 years,29," 781,857 ",Portugal1998,"1,23,98,17,36,420",12892,Generation X
Portugal,1998,female,35-54 years,30," 1,385,950 ",Portugal1998,"1,23,98,17,36,420",12892,Boomers
Portugal,1998,female,25-34 years,11," 765,333 ",Portugal1998,"1,23,98,17,36,420",12892,Generation X
Portugal,1998,female,15-24 years,6," 761,601 ",Portugal1998,"1,23,98,17,36,420",12892,Generation X
Portugal,1998,male,5-14 years,1," 596,248 ",Portugal1998,"1,23,98,17,36,420",12892,Millenials
Portugal,1998,female,5-14 years,0," 567,967 ",Portugal1998,"1,23,98,17,36,420",12892,Millenials
Portugal,1999,male,75+ years,96," 250,216 ",Portugal1999,"1,27,46,55,45,493",13180,G.I. Generation
Portugal,1999,male,55-74 years,141," 941,388 ",Portugal1999,"1,27,46,55,45,493",13180,Silent
Portugal,1999,female,75+ years,45," 414,314 ",Portugal1999,"1,27,46,55,45,493",13180,G.I. Generation
Portugal,1999,male,35-54 years,108," 1,329,116 ",Portugal1999,"1,27,46,55,45,493",13180,Boomers
Portugal,1999,male,25-34 years,40," 767,148 ",Portugal1999,"1,27,46,55,45,493",13180,Generation X
Portugal,1999,female,55-74 years,46," 1,123,838 ",Portugal1999,"1,27,46,55,45,493",13180,Silent
Portugal,1999,male,15-24 years,21," 769,488 ",Portugal1999,"1,27,46,55,45,493",13180,Generation X
Portugal,1999,female,25-34 years,13," 771,565 ",Portugal1999,"1,27,46,55,45,493",13180,Generation X
Portugal,1999,female,35-54 years,23," 1,407,201 ",Portugal1999,"1,27,46,55,45,493",13180,Boomers
Portugal,1999,female,15-24 years,8," 748,095 ",Portugal1999,"1,27,46,55,45,493",13180,Generation X
Portugal,1999,female,5-14 years,3," 560,516 ",Portugal1999,"1,27,46,55,45,493",13180,Millenials
Portugal,1999,male,5-14 years,1," 588,472 ",Portugal1999,"1,27,46,55,45,493",13180,Millenials
Portugal,2000,male,75+ years,105," 260,379 ",Portugal2000,"1,18,35,84,89,958",12152,G.I. Generation
Portugal,2000,male,55-74 years,143," 951,836 ",Portugal2000,"1,18,35,84,89,958",12152,Silent
Portugal,2000,male,35-54 years,101," 1,354,391 ",Portugal2000,"1,18,35,84,89,958",12152,Boomers
Portugal,2000,female,75+ years,31," 429,204 ",Portugal2000,"1,18,35,84,89,958",12152,G.I. Generation
Portugal,2000,male,25-34 years,40," 776,214 ",Portugal2000,"1,18,35,84,89,958",12152,Generation X
Portugal,2000,male,15-24 years,28," 756,755 ",Portugal2000,"1,18,35,84,89,958",12152,Generation X
Portugal,2000,female,55-74 years,38," 1,134,765 ",Portugal2000,"1,18,35,84,89,958",12152,Silent
Portugal,2000,female,35-54 years,22," 1,428,612 ",Portugal2000,"1,18,35,84,89,958",12152,Boomers
Portugal,2000,female,25-34 years,9," 778,058 ",Portugal2000,"1,18,35,84,89,958",12152,Generation X
Portugal,2000,female,15-24 years,7," 734,617 ",Portugal2000,"1,18,35,84,89,958",12152,Generation X
Portugal,2000,female,5-14 years,0," 553,311 ",Portugal2000,"1,18,35,84,89,958",12152,Millenials
Portugal,2000,male,5-14 years,0," 581,943 ",Portugal2000,"1,18,35,84,89,958",12152,Millenials
Portugal,2001,male,75+ years,132," 270,471 ",Portugal2001,"1,21,54,58,80,984",12391,Silent
Portugal,2001,male,55-74 years,179," 962,517 ",Portugal2001,"1,21,54,58,80,984",12391,Silent
Portugal,2001,male,25-34 years,88," 788,070 ",Portugal2001,"1,21,54,58,80,984",12391,Generation X
Portugal,2001,male,35-54 years,145," 1,378,448 ",Portugal2001,"1,21,54,58,80,984",12391,Boomers
Portugal,2001,female,75+ years,40," 444,610 ",Portugal2001,"1,21,54,58,80,984",12391,Silent
Portugal,2001,female,55-74 years,65," 1,145,478 ",Portugal2001,"1,21,54,58,80,984",12391,Silent
Portugal,2001,male,15-24 years,41," 739,952 ",Portugal2001,"1,21,54,58,80,984",12391,Millenials
Portugal,2001,female,35-54 years,48," 1,448,912 ",Portugal2001,"1,21,54,58,80,984",12391,Boomers
Portugal,2001,female,25-34 years,13," 787,868 ",Portugal2001,"1,21,54,58,80,984",12391,Generation X
Portugal,2001,female,15-24 years,8," 717,211 ",Portugal2001,"1,21,54,58,80,984",12391,Millenials
Portugal,2001,female,5-14 years,1," 547,872 ",Portugal2001,"1,21,54,58,80,984",12391,Millenials
Portugal,2001,male,5-14 years,1," 578,127 ",Portugal2001,"1,21,54,58,80,984",12391,Millenials
Portugal,2002,male,75+ years,188," 277,989 ",Portugal2002,"1,34,22,86,97,534",13614,Silent
Portugal,2002,male,55-74 years,305," 970,633 ",Portugal2002,"1,34,22,86,97,534",13614,Silent
Portugal,2002,male,35-54 years,284," 1,398,674 ",Portugal2002,"1,34,22,86,97,534",13614,Boomers
Portugal,2002,male,25-34 years,118," 799,894 ",Portugal2002,"1,34,22,86,97,534",13614,Generation X
Portugal,2002,female,75+ years,55," 457,011 ",Portugal2002,"1,34,22,86,97,534",13614,Silent
Portugal,2002,female,55-74 years,87," 1,154,273 ",Portugal2002,"1,34,22,86,97,534",13614,Silent
Portugal,2002,male,15-24 years,50," 716,414 ",Portugal2002,"1,34,22,86,97,534",13614,Millenials
Portugal,2002,female,35-54 years,81," 1,468,439 ",Portugal2002,"1,34,22,86,97,534",13614,Boomers
Portugal,2002,female,25-34 years,28," 800,649 ",Portugal2002,"1,34,22,86,97,534",13614,Generation X
Portugal,2002,female,15-24 years,10," 694,535 ",Portugal2002,"1,34,22,86,97,534",13614,Millenials
Portugal,2002,female,5-14 years,2," 545,281 ",Portugal2002,"1,34,22,86,97,534",13614,Millenials
Portugal,2002,male,5-14 years,2," 576,040 ",Portugal2002,"1,34,22,86,97,534",13614,Millenials
Portugal,2003,male,75+ years,197," 284,603 ",Portugal2003,"1,64,96,41,95,260",16671,Silent
Portugal,2003,male,55-74 years,287," 980,972 ",Portugal2003,"1,64,96,41,95,260",16671,Silent
Portugal,2003,male,35-54 years,263," 1,412,952 ",Portugal2003,"1,64,96,41,95,260",16671,Boomers
Portugal,2003,male,25-34 years,103," 805,301 ",Portugal2003,"1,64,96,41,95,260",16671,Generation X
Portugal,2003,female,75+ years,58," 468,138 ",Portugal2003,"1,64,96,41,95,260",16671,Silent
Portugal,2003,female,55-74 years,101," 1,165,788 ",Portugal2003,"1,64,96,41,95,260",16671,Silent
Portugal,2003,male,15-24 years,39," 693,733 ",Portugal2003,"1,64,96,41,95,260",16671,Millenials
Portugal,2003,female,35-54 years,66," 1,483,262 ",Portugal2003,"1,64,96,41,95,260",16671,Boomers
Portugal,2003,female,25-34 years,31," 809,290 ",Portugal2003,"1,64,96,41,95,260",16671,Generation X
Portugal,2003,female,15-24 years,11," 672,993 ",Portugal2003,"1,64,96,41,95,260",16671,Millenials
Portugal,2003,female,5-14 years,0," 544,037 ",Portugal2003,"1,64,96,41,95,260",16671,Millenials
Portugal,2003,male,5-14 years,0," 573,940 ",Portugal2003,"1,64,96,41,95,260",16671,Millenials
Portugal,2007,male,75+ years,202," 321,263 ",Portugal2007,"2,40,16,93,36,162",24003,Silent
Portugal,2007,male,55-74 years,245," 1,027,686 ",Portugal2007,"2,40,16,93,36,162",24003,Silent
Portugal,2007,male,35-54 years,207," 1,460,075 ",Portugal2007,"2,40,16,93,36,162",24003,Boomers
Portugal,2007,female,75+ years,62," 525,914 ",Portugal2007,"2,40,16,93,36,162",24003,Silent
